playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8482076,2024,Nico Daws,NJD,G,all,5,12281.0,9.88,3.0,216.0,7.64,14.0,27.88,16.0,110.89,88.0,3.34,0.0,62.81,51.0,42.02,70.0,9.42,111.0,36.0,7.0,3.26,4.64,1.98,1.0,2.0,0.0,62.0,0.0,0.0
8482076,2024,Nico Daws,NJD,G,5on5,5,9786.0,6.3,2.0,168.0,5.52,7.0,22.32,13.0,86.72,68.0,2.78,0.0,48.74,36.0,34.3,62.0,6.14,91.0,28.0,1.0,2.38,3.67,0.25,1.0,1.0,0.0,48.0,0.0,0.0
8482076,2024,Nico Daws,NJD,G,4on5,5,1221.0,2.5,0.0,35.0,1.56,5.0,4.03,3.0,16.82,15.0,0.13,0.0,10.36,11.0,4.92,5.0,2.35,15.0,5.0,4.0,0.7,0.61,1.19,0.0,0.0,0.0,11.0,0.0,0.0
8482076,2024,Nico Daws,NJD,G,5on4,5,749.0,0.01,0.0,2.0,0.02,0.0,0.16,0.0,0.77,1.0,0.26,0.0,0.25,0.0,0.53,1.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8478039,2024,Kaapo Kahkonen,COL,G,other,1,129.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8478039,2024,Kaapo Kahkonen,COL,G,all,1,3496.0,1.85,4.0,45.0,1.51,5.0,6.2,2.0,24.1,20.0,1.21,0.0,12.76,6.0,9.81,16.0,1.79,26.0,5.0,2.0,0.73,0.59,0.53,2.0,1.0,1.0,12.0,0.0,0.0
8478039,2024,Kaapo Kahkonen,COL,G,5on5,1,2559.0,1.61,4.0,34.0,1.15,4.0,4.98,2.0,19.52,17.0,0.89,0.0,10.47,5.0,8.1,12.0,1.55,22.0,3.0,2.0,0.69,0.38,0.53,2.0,1.0,1.0,7.0,0.0,0.0
8478039,2024,Kaapo Kahkonen,COL,G,4on5,1,411.0,0.04,0.0,8.0,0.21,0.0,0.91,0.0,2.91,2.0,0.01,0.0,1.79,1.0,0.95,3.0,0.04,4.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8478039,2024,Kaapo Kahkonen,COL,G,5on4,1,397.0,0.21,0.0,2.0,0.14,1.0,0.31,0.0,1.67,1.0,0.28,0.0,0.5,0.0,0.76,1.0,0.2,0.0,2.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,other,26,2242.0,3.4,4.0,55.0,2.14,2.0,5.73,7.0,29.69,32.0,0.85,2.0,17.94,14.0,10.79,14.0,3.3,24.0,15.0,2.0,0.88,1.64,0.88,2.0,2.0,0.0,14.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,all,26,82748.0,55.17,64.0,1335.0,44.34,54.0,167.57,169.0,685.49,646.0,20.79,4.0,382.44,299.0,279.37,365.0,53.01,730.0,178.0,44.0,20.33,21.09,13.74,24.0,30.0,10.0,383.0,2.0,1.0
8480981,2024,Joel Hofer,STL,G,5on5,26,70762.0,42.48,41.0,1126.0,34.92,45.0,142.3,149.0,564.41,528.0,16.8,1.0,311.57,244.0,232.67,303.0,40.98,616.0,133.0,34.0,16.68,16.01,9.79,15.0,20.0,6.0,343.0,2.0,1.0
8480981,2024,Joel Hofer,STL,G,4on5,26,4379.0,8.24,15.0,128.0,6.49,7.0,16.81,12.0,74.6,68.0,0.45,0.0,47.04,38.0,23.91,33.0,7.71,71.0,27.0,7.0,2.31,3.08,2.85,5.0,6.0,4.0,23.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,5on4,26,5365.0,0.94,3.0,25.0,0.74,0.0,2.57,1.0,16.08,17.0,2.58,1.0,5.41,3.0,11.8,15.0,0.9,19.0,2.0,1.0,0.46,0.25,0.23,2.0,1.0,0.0,3.0,0.0,0.0
8474593,2024,Jacob Markstrom,NJD,G,other,41,3406.0,6.17,6.0,100.0,4.0,6.0,11.16,8.0,52.22,44.0,1.3,0.0,32.19,30.0,16.72,21.0,5.43,44.0,19.0,9.0,1.79,1.96,2.42,4.0,1.0,1.0,28.0,0.0,0.0
8474593,2024,Jacob Markstrom,NJD,G,all,41,145526.0,103.41,99.0,2231.0,77.55,98.0,286.67,223.0,1158.63,1008.0,43.98,2.0,634.63,500.0,456.74,676.0,97.53,1202.0,291.0,105.0,34.82,35.83,32.77,51.0,32.0,16.0,633.0,0.0,0.0
8474593,2024,Jacob Markstrom,NJD,G,5on5,41,120971.0,72.35,74.0,1788.0,57.52,70.0,238.57,191.0,923.58,813.0,35.21,2.0,503.65,384.0,373.73,557.0,70.66,987.0,231.0,59.0,28.0,28.46,15.9,39.0,27.0,8.0,511.0,0.0,0.0
8474593,2024,Jacob Markstrom,NJD,G,4on5,41,11349.0,21.16,17.0,290.0,14.15,20.0,32.02,23.0,149.76,120.0,0.93,0.0,87.81,82.0,45.95,64.0,17.84,144.0,28.0,34.0,3.96,3.67,13.52,7.0,3.0,7.0,84.0,0.0,0.0
8474593,2024,Jacob Markstrom,NJD,G,5on4,41,9800.0,2.94,1.0,42.0,1.45,2.0,3.67,1.0,26.14,27.0,6.15,0.0,8.12,3.0,16.9,27.0,2.82,22.0,9.0,3.0,0.77,1.24,0.92,1.0,0.0,0.0,8.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,other,23,2370.0,4.6,4.0,48.0,1.85,3.0,5.45,6.0,26.23,26.0,0.79,0.0,14.65,11.0,7.56,11.0,4.38,20.0,9.0,6.0,0.8,1.19,2.61,1.0,3.0,0.0,13.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,all,23,76368.0,60.87,59.0,1220.0,40.53,56.0,150.88,107.0,628.77,567.0,20.64,1.0,337.92,239.0,245.23,393.0,58.57,626.0,153.0,77.0,17.33,19.26,24.29,16.0,25.0,18.0,364.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,5on5,23,62152.0,40.09,40.0,987.0,30.35,44.0,126.18,89.0,499.14,446.0,16.79,1.0,270.31,185.0,201.51,326.0,38.94,527.0,112.0,46.0,14.25,14.14,11.7,14.0,18.0,8.0,302.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,4on5,23,5668.0,14.44,13.0,157.0,7.43,9.0,17.02,10.0,86.79,77.0,0.56,0.0,47.83,40.0,25.62,42.0,13.53,66.0,25.0,24.0,1.79,2.88,9.77,0.0,3.0,10.0,42.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,5on4,23,6178.0,1.36,1.0,24.0,0.76,0.0,1.74,1.0,14.23,15.0,2.49,0.0,4.15,2.0,9.61,14.0,1.35,12.0,5.0,1.0,0.42,0.73,0.21,1.0,0.0,0.0,6.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,other,23,1856.0,2.87,0.0,42.0,1.5,3.0,5.22,5.0,23.95,18.0,0.47,0.0,13.33,10.0,9.25,15.0,2.66,22.0,6.0,5.0,0.69,0.74,1.44,0.0,0.0,0.0,9.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,all,23,76761.0,62.06,77.0,1345.0,46.62,55.0,169.71,136.0,694.21,601.0,21.25,2.0,386.4,331.0,274.64,363.0,59.56,729.0,165.0,69.0,20.67,20.91,20.48,31.0,33.0,13.0,382.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,5on5,23,64888.0,47.32,66.0,1128.0,36.91,44.0,145.86,110.0,578.02,499.0,18.24,2.0,319.46,271.0,233.85,311.0,45.94,623.0,135.0,45.0,17.7,17.07,12.55,30.0,30.0,6.0,325.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,4on5,23,4312.0,10.79,11.0,158.0,7.68,8.0,17.15,21.0,81.14,74.0,0.37,0.0,50.38,46.0,24.2,27.0,9.86,75.0,21.0,17.0,2.09,2.62,6.08,1.0,3.0,7.0,45.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,5on4,23,5705.0,1.09,0.0,17.0,0.53,0.0,1.49,0.0,11.09,10.0,2.17,0.0,3.23,4.0,7.33,10.0,1.09,9.0,3.0,2.0,0.2,0.48,0.41,0.0,0.0,0.0,3.0,0.0,0.0
8481544,2024,Mads Sogaard,OTT,G,other,2,145.0,0.06,0.0,1.0,0.04,0.0,0.15,0.0,0.71,1.0,0.09,0.0,0.33,0.0,0.4,1.0,0.06,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481544,2024,Mads Sogaard,OTT,G,all,2,5493.0,6.21,8.0,86.0,3.54,7.0,11.22,5.0,45.23,40.0,2.02,0.0,22.75,15.0,16.51,27.0,4.99,38.0,13.0,11.0,1.0,1.7,3.5,4.0,3.0,1.0,24.0,2.0,1.0
8481544,2024,Mads Sogaard,OTT,G,5on5,2,4415.0,3.58,6.0,69.0,2.44,5.0,9.14,2.0,34.72,31.0,1.54,0.0,18.58,13.0,13.87,23.0,3.36,34.0,10.0,5.0,0.87,1.2,1.51,4.0,2.0,0.0,20.0,2.0,1.0
8481544,2024,Mads Sogaard,OTT,G,4on5,2,401.0,2.21,2.0,14.0,0.91,2.0,1.72,3.0,8.54,7.0,0.08,0.0,3.25,1.0,1.62,2.0,1.22,2.0,3.0,5.0,0.06,0.5,1.65,0.0,1.0,1.0,4.0,0.0,0.0
8481544,2024,Mads Sogaard,OTT,G,5on4,2,532.0,0.36,0.0,2.0,0.15,0.0,0.21,0.0,1.25,1.0,0.32,0.0,0.59,1.0,0.63,1.0,0.36,1.0,0.0,1.0,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
8482137,2024,Yaroslav Askarov,SJS,G,other,13,725.0,2.01,3.0,25.0,1.08,0.0,2.49,1.0,12.24,10.0,0.31,0.0,5.77,6.0,4.04,6.0,1.91,10.0,4.0,2.0,0.44,0.45,1.12,1.0,2.0,0.0,9.0,0.0,0.0
8482137,2024,Yaroslav Askarov,SJS,G,all,13,43008.0,38.69,37.0,755.0,27.48,44.0,94.2,56.0,396.58,357.0,11.46,0.0,214.78,190.0,157.04,218.0,36.93,405.0,101.0,40.0,11.37,12.67,14.65,15.0,11.0,11.0,209.0,0.0,0.0
8482137,2024,Yaroslav Askarov,SJS,G,5on5,13,36519.0,28.98,27.0,622.0,21.19,34.0,79.27,49.0,323.23,296.0,9.39,0.0,175.26,154.0,130.33,181.0,27.67,335.0,81.0,30.0,9.63,10.27,9.09,14.0,8.0,5.0,176.0,0.0,0.0
8482137,2024,Yaroslav Askarov,SJS,G,4on5,13,2774.0,7.18,7.0,95.0,4.85,10.0,11.38,6.0,53.27,41.0,0.32,0.0,31.14,29.0,16.45,21.0,6.84,51.0,14.0,8.0,1.08,1.64,4.45,0.0,1.0,6.0,22.0,0.0,0.0
8482137,2024,Yaroslav Askarov,SJS,G,5on4,13,2990.0,0.52,0.0,13.0,0.37,0.0,1.06,0.0,7.84,10.0,1.44,0.0,2.6,1.0,6.22,10.0,0.52,9.0,2.0,0.0,0.23,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8479361,2024,Joseph Woll,TOR,G,other,34,3969.0,10.72,10.0,131.0,5.89,8.0,13.4,12.0,68.66,57.0,1.13,0.0,42.03,42.0,18.46,21.0,9.25,48.0,31.0,14.0,2.15,4.0,4.57,3.0,5.0,2.0,38.0,0.0,0.0
8479361,2024,Joseph Woll,TOR,G,all,34,117937.0,101.59,91.0,2005.0,69.96,112.0,256.81,214.0,1042.87,958.0,34.37,2.0,572.23,459.0,405.21,563.0,95.45,1063.0,259.0,119.0,29.88,31.94,39.76,37.0,34.0,20.0,564.0,0.0,0.0
8479361,2024,Joseph Woll,TOR,G,5on5,34,99493.0,64.65,61.0,1608.0,51.37,81.0,210.88,176.0,814.7,745.0,28.41,2.0,449.26,340.0,332.29,476.0,62.97,886.0,184.0,66.0,23.45,22.69,18.51,31.0,23.0,7.0,472.0,0.0,0.0
8479361,2024,Joseph Woll,TOR,G,4on5,34,7239.0,23.32,19.0,226.0,11.21,19.0,27.75,24.0,131.16,125.0,0.51,0.0,71.54,68.0,35.98,44.0,20.52,102.0,38.0,34.0,3.43,4.54,15.35,3.0,5.0,11.0,52.0,0.0,0.0
8479361,2024,Joseph Woll,TOR,G,5on4,34,7236.0,2.7,1.0,35.0,1.35,4.0,4.2,1.0,25.58,28.0,4.17,0.0,7.91,8.0,16.97,20.0,2.51,23.0,6.0,5.0,0.66,0.71,1.33,0.0,1.0,0.0,1.0,0.0,0.0
8477992,2024,Jonas Johansson,TBL,G,other,15,1586.0,2.15,0.0,33.0,1.39,0.0,3.54,3.0,16.85,12.0,0.64,0.0,9.46,11.0,4.77,8.0,2.03,12.0,8.0,2.0,0.41,1.17,0.56,0.0,0.0,0.0,11.0,0.0,0.0
8477992,2024,Jonas Johansson,TBL,G,all,15,51960.0,43.63,45.0,879.0,32.39,50.0,117.15,90.0,469.98,431.0,15.21,1.0,254.73,204.0,182.62,258.0,40.58,470.0,132.0,45.0,14.11,16.37,13.16,22.0,18.0,5.0,232.0,0.0,0.0
8477992,2024,Jonas Johansson,TBL,G,5on5,15,44273.0,33.61,34.0,734.0,25.8,41.0,99.87,76.0,389.78,358.0,12.44,1.0,210.86,165.0,154.43,222.0,31.21,406.0,96.0,36.0,11.66,11.6,10.35,19.0,10.0,5.0,196.0,0.0,0.0
8477992,2024,Jonas Johansson,TBL,G,4on5,15,2860.0,6.87,8.0,93.0,4.52,9.0,11.5,11.0,50.85,47.0,0.4,0.0,29.27,25.0,14.96,16.0,6.36,38.0,24.0,7.0,1.55,3.08,2.24,2.0,6.0,0.0,24.0,0.0,0.0
8477992,2024,Jonas Johansson,TBL,G,5on4,15,3241.0,0.88,2.0,15.0,0.51,0.0,1.66,0.0,10.12,12.0,1.56,0.0,3.61,2.0,6.98,10.0,0.86,10.0,4.0,0.0,0.36,0.52,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8482657,2024,Sebastian Cossa,DET,G,other,1,120.0,0.08,0.0,1.0,0.06,0.0,0.13,0.0,0.87,0.0,0.15,0.0,0.36,0.0,0.35,1.0,0.08,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482657,2024,Sebastian Cossa,DET,G,all,1,2700.0,1.67,2.0,34.0,1.12,1.0,3.75,2.0,16.7,14.0,0.77,0.0,9.02,4.0,6.88,14.0,1.63,17.0,5.0,1.0,0.78,0.59,0.31,1.0,0.0,1.0,11.0,0.0,0.0
8482657,2024,Sebastian Cossa,DET,G,5on5,1,2167.0,1.3,2.0,27.0,0.87,1.0,3.03,2.0,12.93,12.0,0.51,0.0,7.15,4.0,5.2,9.0,1.27,14.0,3.0,1.0,0.6,0.39,0.31,1.0,0.0,1.0,9.0,0.0,0.0
8482657,2024,Sebastian Cossa,DET,G,4on5,1,240.0,0.28,0.0,5.0,0.15,0.0,0.39,0.0,2.11,1.0,0.02,0.0,1.25,0.0,0.86,3.0,0.28,1.0,2.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8482657,2024,Sebastian Cossa,DET,G,5on4,1,173.0,0.02,0.0,1.0,0.03,0.0,0.19,0.0,0.79,1.0,0.09,0.0,0.26,0.0,0.48,1.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481692,2024,Dustin Wolf,CGY,G,other,40,4664.0,11.66,13.0,131.0,5.12,8.0,12.65,9.0,68.0,64.0,1.69,0.0,36.35,35.0,22.01,25.0,10.3,49.0,23.0,18.0,1.62,3.07,6.97,4.0,2.0,7.0,41.0,0.0,0.0
8481692,2024,Dustin Wolf,CGY,G,all,40,144466.0,118.02,102.0,2451.0,84.89,124.0,312.24,304.0,1266.88,1186.0,42.07,3.0,682.14,550.0,499.44,654.0,112.73,1291.0,328.0,121.0,36.0,41.04,40.98,34.0,38.0,30.0,711.0,2.0,1.0
8481692,2024,Dustin Wolf,CGY,G,5on5,40,117972.0,82.62,62.0,1935.0,61.5,93.0,252.22,243.0,983.69,922.0,33.96,2.0,529.68,419.0,400.58,538.0,79.95,1039.0,242.0,79.0,29.02,30.28,23.32,26.0,24.0,12.0,575.0,0.0,0.0
8481692,2024,Dustin Wolf,CGY,G,4on5,40,11090.0,20.3,21.0,332.0,16.53,22.0,41.87,49.0,179.56,164.0,0.86,0.0,103.94,82.0,54.78,69.0,19.13,171.0,52.0,21.0,4.18,6.46,9.66,2.0,8.0,11.0,88.0,0.0,0.0
8481692,2024,Dustin Wolf,CGY,G,5on4,40,10740.0,2.13,5.0,34.0,1.09,0.0,3.12,2.0,23.56,28.0,5.5,1.0,6.79,8.0,16.18,15.0,2.08,20.0,8.0,2.0,0.65,0.97,0.51,1.0,4.0,0.0,4.0,2.0,1.0
8482661,2024,Jesper Wallstedt,MIN,G,other,2,141.0,0.14,0.0,2.0,0.1,0.0,0.31,0.0,1.41,1.0,0.02,0.0,0.69,0.0,0.72,2.0,0.14,1.0,1.0,0.0,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482661,2024,Jesper Wallstedt,MIN,G,all,2,7046.0,5.3,8.0,114.0,3.62,5.0,13.88,10.0,56.98,51.0,1.6,0.0,31.32,29.0,23.06,27.0,5.11,57.0,17.0,5.0,1.49,2.18,1.63,2.0,4.0,2.0,35.0,2.0,1.0
8482661,2024,Jesper Wallstedt,MIN,G,5on5,2,6087.0,4.04,5.0,104.0,2.99,5.0,12.64,9.0,49.8,44.0,1.22,0.0,27.39,27.0,20.35,23.0,3.88,54.0,11.0,4.0,1.4,1.41,1.23,1.0,3.0,1.0,35.0,2.0,1.0
8482661,2024,Jesper Wallstedt,MIN,G,4on5,2,338.0,1.09,3.0,7.0,0.51,0.0,0.8,1.0,5.03,6.0,0.04,0.0,3.02,1.0,1.42,2.0,1.06,1.0,5.0,1.0,0.04,0.65,0.4,1.0,1.0,1.0,0.0,0.0,0.0
8482661,2024,Jesper Wallstedt,MIN,G,5on4,2,480.0,0.03,0.0,1.0,0.03,0.0,0.12,0.0,0.73,0.0,0.32,0.0,0.22,1.0,0.58,0.0,0.03,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477465,2024,Tristan Jarry,PIT,G,other,26,1880.0,5.64,4.0,86.0,3.09,4.0,8.19,6.0,41.14,32.0,0.65,0.0,25.85,20.0,12.82,23.0,4.64,42.0,8.0,7.0,1.72,1.05,2.87,1.0,1.0,2.0,29.0,0.0,0.0
8477465,2024,Tristan Jarry,PIT,G,all,26,89574.0,74.07,78.0,1513.0,53.49,73.0,189.84,135.0,785.08,727.0,24.96,0.0,433.45,350.0,314.21,453.0,70.85,828.0,188.0,76.0,24.6,23.68,25.79,31.0,24.0,23.0,421.0,2.0,1.0
8477465,2024,Tristan Jarry,PIT,G,5on5,26,75052.0,52.85,55.0,1209.0,40.95,60.0,157.23,109.0,624.87,568.0,20.41,0.0,341.03,275.0,252.54,364.0,51.01,665.0,150.0,51.0,19.23,19.23,14.39,26.0,20.0,9.0,343.0,2.0,1.0
8477465,2024,Tristan Jarry,PIT,G,4on5,26,5935.0,13.72,15.0,175.0,7.95,6.0,19.79,17.0,92.79,96.0,0.29,0.0,56.62,50.0,29.78,43.0,13.36,89.0,25.0,17.0,2.68,2.76,8.28,1.0,2.0,12.0,44.0,0.0,0.0
8477465,2024,Tristan Jarry,PIT,G,5on4,26,6707.0,1.67,2.0,37.0,1.33,3.0,4.04,3.0,23.83,29.0,3.58,0.0,8.59,5.0,17.5,21.0,1.65,28.0,5.0,1.0,0.77,0.65,0.25,1.0,1.0,0.0,3.0,0.0,0.0
8478024,2024,Ville Husso,ANA,G,other,10,689.0,0.41,2.0,15.0,0.4,0.0,1.7,1.0,6.8,7.0,0.28,0.0,3.59,2.0,2.7,4.0,0.3,8.0,1.0,0.0,0.25,0.17,0.0,2.0,0.0,0.0,6.0,0.0,0.0
8478024,2024,Ville Husso,ANA,G,all,10,29844.0,23.51,30.0,497.0,17.13,18.0,66.03,46.0,265.54,241.0,8.7,2.0,144.06,121.0,105.54,149.0,22.78,277.0,62.0,26.0,7.9,7.58,8.03,17.0,5.0,8.0,132.0,0.0,0.0
8478024,2024,Ville Husso,ANA,G,5on5,10,25167.0,18.32,20.0,434.0,14.72,16.0,59.73,45.0,233.68,209.0,7.18,2.0,128.33,109.0,94.08,132.0,17.85,250.0,54.0,19.0,6.85,6.53,4.94,12.0,5.0,3.0,111.0,0.0,0.0
8478024,2024,Ville Husso,ANA,G,4on5,10,1714.0,4.08,6.0,39.0,1.65,2.0,3.76,0.0,18.84,17.0,0.09,0.0,9.98,10.0,4.95,7.0,3.94,14.0,5.0,6.0,0.56,0.63,2.89,1.0,0.0,5.0,14.0,0.0,0.0
8478024,2024,Ville Husso,ANA,G,5on4,10,2274.0,0.33,1.0,6.0,0.24,0.0,0.44,0.0,3.74,5.0,1.13,0.0,1.29,0.0,2.6,4.0,0.33,4.0,1.0,0.0,0.18,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8484312,2024,Georgi Romanov,SJS,G,other,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8484312,2024,Georgi Romanov,SJS,G,all,1,2400.0,0.73,2.0,27.0,0.83,0.0,3.22,1.0,13.14,11.0,0.55,0.0,7.81,8.0,5.97,8.0,0.72,17.0,1.0,1.0,0.34,0.18,0.21,1.0,0.0,1.0,8.0,0.0,0.0
8484312,2024,Georgi Romanov,SJS,G,5on5,1,1971.0,0.71,2.0,22.0,0.68,0.0,2.79,0.0,11.07,10.0,0.4,0.0,6.54,8.0,4.88,6.0,0.7,14.0,1.0,1.0,0.32,0.18,0.21,1.0,0.0,1.0,6.0,0.0,0.0
8484312,2024,Georgi Romanov,SJS,G,4on5,1,175.0,0.01,0.0,4.0,0.12,0.0,0.34,1.0,1.33,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.01,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8484312,2024,Georgi Romanov,SJS,G,5on4,1,175.0,0.01,0.0,1.0,0.02,0.0,0.09,0.0,0.74,0.0,0.13,0.0,0.27,0.0,0.59,1.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482487,2024,Jakub Dobes,MTL,G,other,12,1200.0,1.3,2.0,22.0,0.83,1.0,2.46,3.0,11.62,13.0,0.37,0.0,6.44,3.0,4.57,7.0,1.25,9.0,6.0,1.0,0.3,0.74,0.27,0.0,2.0,0.0,6.0,0.0,0.0
8482487,2024,Jakub Dobes,MTL,G,all,12,41253.0,35.68,31.0,748.0,24.18,36.0,93.5,83.0,376.42,333.0,10.81,1.0,203.34,142.0,148.52,225.0,33.2,388.0,92.0,38.0,11.47,11.73,12.47,12.0,14.0,5.0,230.0,0.0,0.0
8482487,2024,Jakub Dobes,MTL,G,5on5,12,35077.0,26.08,23.0,624.0,19.26,31.0,80.53,73.0,311.53,271.0,9.11,0.0,169.47,110.0,124.95,193.0,25.12,336.0,68.0,27.0,9.8,8.63,7.64,12.0,8.0,3.0,193.0,0.0,0.0
8482487,2024,Jakub Dobes,MTL,G,4on5,12,2358.0,7.0,5.0,80.0,3.45,4.0,8.4,6.0,40.66,35.0,0.12,0.0,22.42,24.0,11.48,15.0,5.61,33.0,12.0,9.0,1.16,1.61,4.23,0.0,3.0,2.0,26.0,0.0,0.0
8482487,2024,Jakub Dobes,MTL,G,5on4,12,2618.0,0.69,0.0,14.0,0.38,0.0,1.35,1.0,8.06,8.0,1.03,0.0,2.75,1.0,5.57,9.0,0.67,8.0,2.0,1.0,0.09,0.27,0.33,0.0,0.0,0.0,3.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,other,25,2726.0,4.93,1.0,58.0,2.0,2.0,5.38,8.0,27.29,21.0,0.65,1.0,16.78,15.0,7.93,12.0,3.68,22.0,9.0,7.0,0.91,1.03,3.0,0.0,0.0,1.0,20.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,all,25,85936.0,79.0,62.0,1445.0,52.48,109.0,191.21,142.0,773.29,687.0,24.17,2.0,409.4,308.0,300.01,434.0,72.37,776.0,185.0,98.0,21.88,23.27,33.85,20.0,28.0,14.0,386.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,5on5,25,70641.0,55.81,45.0,1195.0,40.23,84.0,163.0,125.0,630.12,560.0,18.9,0.0,337.36,258.0,250.56,355.0,52.89,656.0,149.0,64.0,18.18,18.99,18.64,18.0,21.0,6.0,326.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,4on5,25,6040.0,15.85,13.0,155.0,8.94,21.0,18.89,8.0,90.5,78.0,0.65,0.0,47.39,28.0,24.81,49.0,13.47,77.0,17.0,25.0,2.16,1.96,11.72,1.0,5.0,7.0,36.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,5on4,25,6529.0,2.02,2.0,32.0,1.12,2.0,3.41,1.0,22.19,24.0,3.82,1.0,6.52,6.0,15.23,17.0,1.94,20.0,7.0,2.0,0.58,0.96,0.49,1.0,1.0,0.0,3.0,0.0,0.0
8478916,2024,Joey Daccord,SEA,G,other,45,3808.0,11.98,10.0,119.0,5.26,5.0,12.23,12.0,67.31,59.0,1.27,1.0,40.62,44.0,18.58,20.0,9.04,55.0,17.0,19.0,2.31,1.98,7.7,2.0,2.0,6.0,28.0,0.0,0.0
8478916,2024,Joey Daccord,SEA,G,all,45,155963.0,131.5,116.0,2724.0,96.41,164.0,353.15,324.0,1431.87,1268.0,43.49,3.0,789.3,683.0,563.55,692.0,123.6,1511.0,322.0,150.0,42.88,40.19,48.44,47.0,38.0,31.0,741.0,0.0,0.0
8478916,2024,Joey Daccord,SEA,G,5on5,45,130765.0,95.12,83.0,2209.0,72.55,139.0,294.02,270.0,1141.08,1005.0,35.83,2.0,621.57,527.0,462.58,562.0,91.26,1227.0,260.0,98.0,34.47,32.78,27.88,40.0,32.0,11.0,624.0,0.0,0.0
8478916,2024,Joey Daccord,SEA,G,4on5,45,9545.0,21.15,21.0,345.0,16.86,18.0,41.55,35.0,187.99,167.0,0.81,0.0,115.78,108.0,58.13,78.0,20.06,196.0,36.0,28.0,5.24,4.34,11.58,5.0,4.0,12.0,85.0,0.0,0.0
8478916,2024,Joey Daccord,SEA,G,5on4,45,11845.0,3.11,2.0,48.0,1.63,2.0,4.92,6.0,33.25,34.0,5.45,0.0,10.35,4.0,23.0,30.0,3.09,30.0,9.0,5.0,0.72,1.1,1.28,0.0,0.0,2.0,4.0,0.0,0.0
8482221,2024,Devon Levi,BUF,G,other,9,647.0,0.4,1.0,9.0,0.21,0.0,0.75,1.0,3.87,4.0,0.14,0.0,1.75,1.0,1.77,2.0,0.4,3.0,2.0,0.0,0.13,0.27,0.0,0.0,1.0,0.0,4.0,0.0,0.0
